object_id,Time (MJD),Flux,Flux_err,Filter
Dornhoth_certh_iaun,62354.8439,0.18954767,0.20287504,r
Dornhoth_certh_iaun,63855.7029,-0.02245873,0.2248284,g
Dornhoth_certh_iaun,63855.7029,0.0511315,0.24781604,r
Dornhoth_certh_iaun,63860.7141,0.12703677,0.12640012,r
Dornhoth_certh_iaun,63870.7365,0.12822866,0.36254239,r
Dornhoth_certh_iaun,63873.2421,-1.32531251,1.27926549,y
Dornhoth_certh_iaun,63875.7477,0.10980567,2.02876326,y
Dornhoth_certh_iaun,63878.2533,1.45073774,1.84480389,y
Dornhoth_certh_iaun,63843.1748,0.16361965,0.23747337,i
Dornhoth_certh_iaun,63880.7589,-0.27163384,0.23809268,i
Dornhoth_certh_iaun,63895.7926,-0.11195066,0.54474125,u
Dornhoth_certh_iaun,63895.7926,0.06700617,0.14468939,g
Dornhoth_certh_iaun,63898.2982,-0.10950255,0.21578257,u
Dornhoth_certh_iaun,63898.2982,-0.27818113,0.11613665,r
Dornhoth_certh_iaun,63905.815,-1.88271197,1.04737004,y
Dornhoth_certh_iaun,63908.3206,0.51734358,1.09048854,y
Dornhoth_certh_iaun,63913.3318,0.21342628,0.18227345,i
Dornhoth_certh_iaun,63880.7589,-0.296767,0.3762336,z
Dornhoth_certh_iaun,63913.3318,-0.17536834,0.25659293,z
Dornhoth_certh_iaun,63840.6692,-0.22528409,0.38366333,i
Dornhoth_certh_iaun,63833.1524,-0.10834828,0.3404428,u
Dornhoth_certh_iaun,63527.4683,-0.07510358,0.27606666,i
Dornhoth_certh_iaun,63550.0187,-1.49464542,1.04122102,y
Dornhoth_certh_iaun,63557.5356,-0.39901938,0.56226762,z
Dornhoth_certh_iaun,63775.5234,0.02791385,0.16676528,r
Dornhoth_certh_iaun,63775.5234,-0.04977894,0.26541054,i
Dornhoth_certh_iaun,63790.5571,-0.34563594,1.70501119,y
Dornhoth_certh_iaun,63798.0739,0.1053627,1.46844283,y
Dornhoth_certh_iaun,63833.1524,0.0706256,0.14274581,g
Dornhoth_certh_iaun,63803.0851,-0.59687967,0.50448427,u
Dornhoth_certh_iaun,63803.0851,-0.22267246,0.26569412,i
Dornhoth_certh_iaun,63805.5907,-0.27008969,0.26382719,r
Dornhoth_certh_iaun,63810.6019,-0.14136435,0.20554227,i
Dornhoth_certh_iaun,63810.6019,0.61691564,0.49678241,z
Dornhoth_certh_iaun,63818.1188,-1.49748787,1.21092272,y
Dornhoth_certh_iaun,63828.1412,-0.03422412,0.30214333,u
Dornhoth_certh_iaun,63828.1412,-0.26845846,0.23295702,r
Dornhoth_certh_iaun,63803.0851,-0.18379474,0.18508234,r
Dornhoth_certh_iaun,63930.8711,-0.09660185,0.38445423,i
Dornhoth_certh_iaun,63930.8711,0.4297559,0.44616516,z
Dornhoth_certh_iaun,63933.3767,-3.66370465,2.11310852,y
Dornhoth_certh_iaun,64537.2281,-0.05335138,0.15012097,g
Dornhoth_certh_iaun,64537.2281,-0.19258826,0.16678553,r
Dornhoth_certh_iaun,64552.2618,0.01673983,0.13268345,r
Dornhoth_certh_iaun,64552.2618,0.06360591,0.17117128,i
Dornhoth_certh_iaun,64562.2842,-0.04973362,0.4329,z
Dornhoth_certh_iaun,64562.2842,-1.47755582,1.10452875,y
Dornhoth_certh_iaun,64567.2954,-0.01668842,0.07032068,g
Dornhoth_certh_iaun,64532.2169,0.02256359,0.41584703,i
Dornhoth_certh_iaun,64567.2954,0.03178077,0.09048975,r
Dornhoth_certh_iaun,64587.3403,4.63688501,3.28717716,y
Dornhoth_certh_iaun,64589.8459,-0.06726594,1.08078117,y
Dornhoth_certh_iaun,64599.8683,0.49757701,0.44144149,u
Dornhoth_certh_iaun,64599.8683,-0.00975578,0.14900654,r
Dornhoth_certh_iaun,64602.3739,0.5415889,0.52695477,u
Dornhoth_certh_iaun,64619.9132,0.06409585,0.1442038,r
Dornhoth_certh_iaun,64619.9132,0.18067825,0.19750549,i
Dornhoth_certh_iaun,64569.801,-0.30214327,0.16049685,i
Dornhoth_certh_iaun,64522.1945,-0.14989763,0.43943955,z
Dornhoth_certh_iaun,64522.1945,0.23890936,0.18976025,i
Dornhoth_certh_iaun,64519.6889,0.03856178,0.17375078,r
Dornhoth_certh_iaun,63968.4552,-1.55592074,2.57138373,z
Dornhoth_certh_iaun,63975.972,1.66886439,0.9000242,r
Dornhoth_certh_iaun,64068.6795,-0.22436172,0.2253893,r
