object_id,Time (MJD),Flux,Flux_err,Filter
Elrim_hal_amarth,61095.9312,-0.82517483,0.13652764,r
Elrim_hal_amarth,62548.7244,1.15409047,0.48596447,z
Elrim_hal_amarth,62543.7061,1.90505618,0.75369879,y
Elrim_hal_amarth,62543.7061,1.23341725,0.36353933,z
Elrim_hal_amarth,62538.6878,0.03251504,0.28891802,u
Elrim_hal_amarth,62536.1786,0.69567675,0.10492751,r
Elrim_hal_amarth,62536.1786,0.39411461,0.07007754,g
Elrim_hal_amarth,62531.1604,0.6343757,0.42471912,z
Elrim_hal_amarth,62531.1604,0.77356541,0.18561713,i
Elrim_hal_amarth,62518.6147,1.81599774,0.95892968,y
Elrim_hal_amarth,62320.3924,2.43578655,0.42353055,i
Elrim_hal_amarth,62320.3924,1.30515072,0.20403079,r
Elrim_hal_amarth,62320.3924,0.98359843,0.18005462,g
Elrim_hal_amarth,62548.7244,0.08316488,1.01860685,y
Elrim_hal_amarth,62282.7553,3.82777644,1.76090799,y
Elrim_hal_amarth,62277.737,2.00615948,0.22186336,i
Elrim_hal_amarth,62275.2279,0.87844926,0.15353017,g
Elrim_hal_amarth,62275.2279,0.62033173,0.56362358,u
Elrim_hal_amarth,62267.7005,0.39935478,0.2472239,u
Elrim_hal_amarth,62232.5725,1.88388188,0.14796218,r
Elrim_hal_amarth,62232.5725,1.24781916,0.0979726,g
Elrim_hal_amarth,62199.9536,2.6770975,0.38171418,z
Elrim_hal_amarth,62199.9536,1.63071183,0.25517005,i
Elrim_hal_amarth,61866.2378,1.73622714,0.90473719,y
Elrim_hal_amarth,61866.2378,1.32637407,0.33201728,z
Elrim_hal_amarth,61790.9635,0.73736101,0.30274017,i
Elrim_hal_amarth,61605.287,4.5518028,1.61456817,y
Elrim_hal_amarth,62277.737,1.41605659,0.34249389,z
Elrim_hal_amarth,62556.2518,1.18792515,0.37195736,i
Elrim_hal_amarth,62556.2518,1.38812731,0.34001648,z
Elrim_hal_amarth,62558.7609,1.19152253,0.22893512,r
Elrim_hal_amarth,62696.7637,1.53823102,1.12062078,z
Elrim_hal_amarth,62696.7637,0.80662477,0.70294456,i
Elrim_hal_amarth,62694.2546,3.53878295,1.29708638,y
Elrim_hal_amarth,62694.2546,1.20749683,0.50762062,z
Elrim_hal_amarth,62679.1997,1.64527675,0.29301763,r
Elrim_hal_amarth,62679.1997,0.94204529,0.5279708,u
Elrim_hal_amarth,62669.1632,0.48156246,2.07512885,y
Elrim_hal_amarth,62666.654,2.38461593,0.38525427,z
Elrim_hal_amarth,62666.654,1.88431131,0.31646372,i
Elrim_hal_amarth,62649.09,2.47139002,0.19703634,i
Elrim_hal_amarth,62649.09,1.77211574,0.13787947,r
Elrim_hal_amarth,62644.0717,1.72954243,0.14203655,r
Elrim_hal_amarth,62639.0535,2.96338221,0.90922855,y
Elrim_hal_amarth,62629.0169,2.50410351,0.32258657,i
Elrim_hal_amarth,62629.0169,2.18848534,0.17195663,r
Elrim_hal_amarth,62613.962,1.83995504,0.13795518,r
Elrim_hal_amarth,62613.962,1.18914915,0.09500585,g
Elrim_hal_amarth,62586.3615,1.23528158,0.19855366,r
Elrim_hal_amarth,62586.3615,1.24913874,0.16733159,g
Elrim_hal_amarth,62583.8523,2.58866235,0.50752267,z
Elrim_hal_amarth,62583.8523,1.41332331,0.41326017,i
Elrim_hal_amarth,62576.3249,1.81581484,0.43413449,z
Elrim_hal_amarth,62576.3249,1.35880854,0.40931891,i
Elrim_hal_amarth,62573.8158,0.99246677,1.19017668,y
Elrim_hal_amarth,62561.2701,1.05738135,0.15581335,r
Elrim_hal_amarth,62561.2701,0.07934292,0.23297165,u
Elrim_hal_amarth,62558.7609,1.19678971,0.20182556,i
Elrim_hal_amarth,61605.287,1.36482326,0.6505579,z
Elrim_hal_amarth,61602.7779,0.27233449,1.13523152,y
Elrim_hal_amarth,62538.6878,0.7344579,0.13585879,r
Elrim_hal_amarth,61592.7413,1.16361368,0.41186529,z
Elrim_hal_amarth,61464.7751,0.42785846,0.12682183,g
Elrim_hal_amarth,61452.2293,0.29618883,0.09699345,g
Elrim_hal_amarth,61449.7202,0.2074021,0.96395072,y
Elrim_hal_amarth,61447.2111,0.53163552,0.15493005,i
Elrim_hal_amarth,61447.2111,0.38996322,0.09341495,r
Elrim_hal_amarth,61444.7019,0.16955063,0.17310185,r
Elrim_hal_amarth,61442.1928,0.39386143,0.13817181,i
Elrim_hal_amarth,61442.1928,0.55587903,0.1024053,r
Elrim_hal_amarth,61429.6471,-0.11461966,1.30088168,y
Elrim_hal_amarth,61221.3883,-1.16932544,0.29014077,i
Elrim_hal_amarth,61221.3883,-1.17639335,0.31775387,r
Elrim_hal_amarth,61218.8792,-1.39052411,0.60054616,z
Elrim_hal_amarth,61218.8792,-1.00779169,0.43234326,i
Elrim_hal_amarth,61191.2786,-0.57327603,1.00605407,y
Elrim_hal_amarth,61191.2786,-1.08624969,0.5415138,z
Elrim_hal_amarth,61173.7146,-0.92226741,0.48751521,u
Elrim_hal_amarth,61153.6415,1.78288115,1.31704208,y
Elrim_hal_amarth,61138.5866,-0.69612147,0.20326101,i
Elrim_hal_amarth,61136.0775,-0.07622544,0.55780984,z
Elrim_hal_amarth,61136.0775,-0.65225897,0.25262341,i
Elrim_hal_amarth,61121.0226,-0.91969268,0.20196262,i
Elrim_hal_amarth,61121.0226,-0.60848903,0.11956335,r
Elrim_hal_amarth,61602.7779,0.92624274,0.50852011,z
Elrim_hal_amarth,61118.5135,-0.28665303,0.22082381,u
Elrim_hal_amarth,61113.4952,-0.50439327,0.41239132,z
Elrim_hal_amarth,61113.4952,-0.96242181,0.2281901,i
Elrim_hal_amarth,61100.9495,-1.86557985,1.09253438,y
Elrim_hal_amarth,61464.7751,0.25173217,0.1640932,r
Elrim_hal_amarth,61469.7933,0.18741089,0.14631031,r
Elrim_hal_amarth,61118.5135,-0.51842238,0.06967312,g
Elrim_hal_amarth,61474.8116,-0.51969126,0.30618145,u
Elrim_hal_amarth,61469.7933,0.41518932,0.22805879,i
Elrim_hal_amarth,61590.2322,1.00636372,0.18508364,r
Elrim_hal_amarth,61590.2322,-0.08462963,0.2705479,u
Elrim_hal_amarth,61582.7047,0.6924964,0.32768155,i
Elrim_hal_amarth,61560.1224,0.90348589,0.11791113,r
Elrim_hal_amarth,61555.1042,0.72761896,0.16609363,r
Elrim_hal_amarth,61555.1042,0.62946804,0.10829743,g
Elrim_hal_amarth,61550.0859,1.49238908,0.53055294,z
Elrim_hal_amarth,61550.0859,1.21747953,0.35293285,i
Elrim_hal_amarth,61540.0493,1.13654106,0.34342398,z
Elrim_hal_amarth,61535.031,0.84813762,0.19368389,r
Elrim_hal_amarth,61535.031,-0.06248624,0.27678878,u
Elrim_hal_amarth,61524.9945,1.23386508,0.37856674,i
Elrim_hal_amarth,61582.7047,1.10693596,0.46483399,z
Elrim_hal_amarth,61517.467,1.03165676,1.07538283,y
Elrim_hal_amarth,61524.9945,0.83346842,0.26019254,r
Elrim_hal_amarth,61489.8665,0.10332647,0.46719975,z
Elrim_hal_amarth,61492.3756,0.69883922,0.34515194,z
Elrim_hal_amarth,61492.3756,2.09588479,0.87487431,y
Elrim_hal_amarth,61499.903,0.49754327,0.07210443,g
Elrim_hal_amarth,61489.8665,-1.28759936,0.89541048,y
Elrim_hal_amarth,61504.9213,0.62024963,0.1606304,r
Elrim_hal_amarth,61504.9213,1.24770739,0.17392906,i
Elrim_hal_amarth,61509.9396,1.63839503,0.29984678,z
Elrim_hal_amarth,61512.4488,1.92304908,1.0034966,y
Elrim_hal_amarth,61499.903,0.7340861,0.10661109,r
Elrim_hal_amarth,61474.8116,0.48022989,0.08098729,g
Eluwaith_faradrim_haudh,62371.6091,0.93153205,0.65638306,z
Eluwaith_faradrim_haudh,62371.6091,-0.24026184,0.33277328,i
Eluwaith_faradrim_haudh,62309.7256,0.06355004,0.30262705,i
Eluwaith_faradrim_haudh,62368.6623,-0.01406251,1.66334025,y
Eluwaith_faradrim_haudh,62336.2471,0.8225144,0.7630967,y
Eluwaith_faradrim_haudh,62336.2471,-0.27192014,0.36309008,z
Eluwaith_faradrim_haudh,62330.3534,0.00900916,0.1230373,g
Eluwaith_faradrim_haudh,62330.3534,0.38500448,0.4939975,u
Eluwaith_faradrim_haudh,62318.5661,-0.05097442,0.14680524,r
Eluwaith_faradrim_haudh,62309.7256,0.47141428,0.3929904,z
Eluwaith_faradrim_haudh,62280.2573,0.66088637,0.3973349,i
Eluwaith_faradrim_haudh,62289.0978,0.31286654,0.27420719,r
Eluwaith_faradrim_haudh,62286.1509,0.56614231,0.63496268,z
Eluwaith_faradrim_haudh,62286.1509,0.70540696,0.4724441,i
Eluwaith_faradrim_haudh,62280.2573,0.60389777,0.68355871,z
Eluwaith_faradrim_haudh,62233.1079,1.03302377,0.13081595,r
Eluwaith_faradrim_haudh,62233.1079,0.75924652,0.09446099,g
Eluwaith_faradrim_haudh,62017.9891,0.60577582,1.10949933,y
Eluwaith_faradrim_haudh,61979.6803,1.42384803,1.20564382,y
Eluwaith_faradrim_haudh,61944.3183,1.70751644,0.14654496,r
Eluwaith_faradrim_haudh,62577.8874,0.09984236,0.15172934,i
Eluwaith_faradrim_haudh,61944.3183,1.05052189,0.12529113,g
Eluwaith_faradrim_haudh,62289.0978,0.62811037,0.343446,i
Eluwaith_faradrim_haudh,62577.8874,0.11036164,0.30457727,z
Eluwaith_faradrim_haudh,62672.1861,1.14266493,0.47347801,i
Eluwaith_faradrim_haudh,62595.5684,0.32461284,0.14312453,r
Eluwaith_faradrim_haudh,61920.7436,1.10547631,0.10477103,g
Eluwaith_faradrim_haudh,62757.6442,2.71999229,0.41139938,z
Eluwaith_faradrim_haudh,62725.2291,2.26590067,0.58308779,z
Eluwaith_faradrim_haudh,62725.2291,1.90409192,0.54013453,i
Eluwaith_faradrim_haudh,62719.3354,3.69125718,1.12255864,y
Eluwaith_faradrim_haudh,62719.3354,1.99060021,0.57939109,z
Eluwaith_faradrim_haudh,62713.4417,1.46824707,0.20359278,i
Eluwaith_faradrim_haudh,62710.4949,1.49301236,0.11623538,r
Eluwaith_faradrim_haudh,62707.5481,1.56970871,0.13919272,r
Eluwaith_faradrim_haudh,62704.6012,1.33551687,0.13581649,r
Eluwaith_faradrim_haudh,62695.7607,-0.61297324,1.04489996,y
Eluwaith_faradrim_haudh,62683.9734,1.14053407,0.21293687,r
Eluwaith_faradrim_haudh,62672.1861,1.47360153,0.35157145,r
Eluwaith_faradrim_haudh,62666.2924,0.71222577,0.93910748,y
Eluwaith_faradrim_haudh,62651.5582,0.88061964,0.14388673,r
Eluwaith_faradrim_haudh,62648.6114,1.13379737,0.15889248,i
Eluwaith_faradrim_haudh,62648.6114,0.71846697,0.11701592,r
Eluwaith_faradrim_haudh,62645.6646,-1.01106316,2.62779311,y
Eluwaith_faradrim_haudh,62645.6646,2.26610814,1.41371504,z
Eluwaith_faradrim_haudh,62639.7709,0.55612805,0.97991609,y
Eluwaith_faradrim_haudh,62633.8772,0.69420181,0.22577224,r
Eluwaith_faradrim_haudh,62633.8772,0.50758607,0.1642207,g
Eluwaith_faradrim_haudh,62622.0899,0.67305653,0.14484749,r
Eluwaith_faradrim_haudh,62595.5684,0.25965488,0.09331419,g
Eluwaith_faradrim_haudh,61920.7436,0.42770726,0.29761969,u
Eluwaith_faradrim_haudh,61584.8047,0.6006681,0.37964149,u
Eluwaith_faradrim_haudh,61858.8602,1.42591282,0.12586964,r
Eluwaith_faradrim_haudh,61540.6022,0.29440225,0.87894886,y
Eluwaith_faradrim_haudh,61540.6022,0.35490871,0.47373271,z
Eluwaith_faradrim_haudh,61537.6554,0.53271498,0.07287986,g
Eluwaith_faradrim_haudh,61514.0807,-0.36907232,0.65841762,y
Eluwaith_faradrim_haudh,61514.0807,0.60969942,0.29087942,z
Eluwaith_faradrim_haudh,61496.3997,0.31519735,0.42263797,z
Eluwaith_faradrim_haudh,61484.6124,0.29090081,0.22806295,i
Eluwaith_faradrim_haudh,61293.0682,-0.40939076,0.34062765,z
Eluwaith_faradrim_haudh,61293.0682,-0.25777982,0.20667737,i
Eluwaith_faradrim_haudh,61287.1745,-0.03835054,0.94322865,y
Eluwaith_faradrim_haudh,61552.3895,0.08597515,0.27074443,g
Eluwaith_faradrim_haudh,61287.1745,0.18156896,0.36005512,z
Eluwaith_faradrim_haudh,61269.4936,-0.3458577,0.22197858,i
Eluwaith_faradrim_haudh,61266.5467,0.12974215,0.2238719,i
Eluwaith_faradrim_haudh,61216.4506,1.27196299,0.56005253,i
Eluwaith_faradrim_haudh,61189.9291,3.5451893,1.31503392,y
Eluwaith_faradrim_haudh,61181.0886,0.66056574,0.07003774,g
Eluwaith_faradrim_haudh,61175.1949,0.98172583,0.18110895,i
Eluwaith_faradrim_haudh,61175.1949,0.74499498,0.11720777,r
Eluwaith_faradrim_haudh,61160.4607,0.35824933,0.95284322,y
Eluwaith_faradrim_haudh,61160.4607,1.17813582,1.00453858,z
Eluwaith_faradrim_haudh,61888.3285,1.46603078,0.13538868,r
Eluwaith_faradrim_haudh,61287.1745,0.02266584,0.18558116,i
Eluwaith_faradrim_haudh,61552.3895,0.7309393,0.18190019,r
Eluwaith_faradrim_haudh,61216.4506,1.00296628,0.46842757,r
Eluwaith_faradrim_haudh,61558.2832,0.67929651,0.3213164,u
Eluwaith_faradrim_haudh,61858.8602,1.11308798,0.11810823,g
Eluwaith_faradrim_haudh,61552.3895,0.46754793,0.22941119,i
Eluwaith_faradrim_haudh,61852.9665,1.37107738,0.0971117,r
Eluwaith_faradrim_haudh,61852.9665,0.9305849,0.06774993,g
