object_id,Time (MJD),Flux,Flux_err,Filter
Dornhoth_inias_gond,61000.4753,0.17430464,0.33822932,u
Dornhoth_inias_gond,62790.2158,1.70703759,0.22782162,i
Dornhoth_inias_gond,62790.2158,1.31862149,0.37569174,r
Dornhoth_inias_gond,62781.7336,0.8264133,0.79183542,y
Dornhoth_inias_gond,62778.9062,1.97236999,0.32702548,z
Dornhoth_inias_gond,62778.9062,1.78557786,0.22391587,i
Dornhoth_inias_gond,62767.5966,1.37519889,0.13377273,r
Dornhoth_inias_gond,62767.5966,0.6314272,0.06320998,g
Dornhoth_inias_gond,62761.9418,1.26372544,0.14432418,r
Dornhoth_inias_gond,62759.1145,1.43846269,0.4965354,z
Dornhoth_inias_gond,62759.1145,1.27503987,0.33231097,i
Dornhoth_inias_gond,62753.4597,1.69310326,1.00392047,y
Dornhoth_inias_gond,62742.1501,1.8022107,0.31904329,i
Dornhoth_inias_gond,62742.1501,1.17281364,0.16343855,r
Dornhoth_inias_gond,62739.3227,1.12138759,0.15240715,r
Dornhoth_inias_gond,62739.3227,0.66682333,0.10035692,g
Dornhoth_inias_gond,62733.6679,1.4658379,0.22069643,i
Dornhoth_inias_gond,62730.8405,1.6386531,0.39291162,z
Dornhoth_inias_gond,62572.5064,1.65027867,0.84874123,i
Dornhoth_inias_gond,62510.3038,1.9220596,0.24332237,i
Dornhoth_inias_gond,62510.3038,1.51798453,0.16190753,r
Dornhoth_inias_gond,62504.649,3.02499181,0.31430406,z
Dornhoth_inias_gond,62504.649,2.76207183,0.3358904,i
Dornhoth_inias_gond,62496.1668,2.2258289,0.17592807,i
Dornhoth_inias_gond,62462.2381,2.36610896,0.27206112,i
Dornhoth_inias_gond,62453.7559,2.47922659,0.34039294,z
Dornhoth_inias_gond,62453.7559,2.02638179,0.23304629,i
Dornhoth_inias_gond,62408.5176,2.98009138,0.55834311,y
Dornhoth_inias_gond,62408.5176,2.59533757,0.20072831,z
Dornhoth_inias_gond,62408.5176,2.39037285,0.12915102,i
Dornhoth_inias_gond,62798.698,1.53853626,0.27505046,z
Dornhoth_inias_gond,62818.4897,1.65549483,0.25824682,i
Dornhoth_inias_gond,62818.4897,1.87070922,0.54238686,z
Dornhoth_inias_gond,62826.9719,0.33291721,0.44349486,u
Dornhoth_inias_gond,63208.6701,1.78380817,0.20124544,i
Dornhoth_inias_gond,63169.0866,0.55427163,1.32658883,y
Dornhoth_inias_gond,63157.777,1.37832446,0.1352073,r
Dornhoth_inias_gond,63157.777,0.50259887,0.24167703,u
Dornhoth_inias_gond,63106.8839,3.11715639,1.17247055,y
Dornhoth_inias_gond,63095.5744,1.77593594,0.20891656,r
Dornhoth_inias_gond,63089.9196,2.50157703,0.28153709,z
Dornhoth_inias_gond,63087.0922,2.6090224,0.38751096,z
Dornhoth_inias_gond,63072.9552,1.84717495,0.18401931,r
Dornhoth_inias_gond,63072.9552,0.58286606,0.3117108,u
Dornhoth_inias_gond,63050.3361,2.95727122,1.49099167,y
Dornhoth_inias_gond,63022.0621,0.39695709,1.71409074,y
Dornhoth_inias_gond,63002.2704,3.20300436,0.80493124,i
Dornhoth_inias_gond,62940.0677,3.10666736,3.09980029,z
Dornhoth_inias_gond,62408.5176,1.8299163,0.07457165,r
Dornhoth_inias_gond,62897.6568,1.71295639,1.47542709,y
Dornhoth_inias_gond,62866.5554,1.87271241,0.3016035,i
Dornhoth_inias_gond,62855.2459,1.81483859,0.31431154,i
Dornhoth_inias_gond,62855.2459,1.16904858,0.14901895,r
Dornhoth_inias_gond,62849.5911,1.97725038,0.45835681,i
Dornhoth_inias_gond,62849.5911,1.59229882,0.28584049,r
Dornhoth_inias_gond,62843.9363,3.25463849,1.79903932,y
