object_id,Time (MJD),Flux,Flux_err,Filter
Dornhoth_anwar_melethron,61460.8727,-1.97031138,0.80796259,y
Dornhoth_anwar_melethron,63968.1111,0.83301441,0.36841258,i
Dornhoth_anwar_melethron,63974.6065,0.44767241,0.18880263,g
Dornhoth_anwar_melethron,63974.6065,0.48292601,0.25555127,r
Dornhoth_anwar_melethron,63984.3496,0.9850086,0.22740085,u
Dornhoth_anwar_melethron,63984.3496,0.83460919,0.09225674,g
Dornhoth_anwar_melethron,63990.8451,0.35281136,0.10622169,r
Dornhoth_anwar_melethron,63990.8451,0.42366806,0.15615872,i
Dornhoth_anwar_melethron,63990.8451,0.15973661,0.32489201,z
Dornhoth_anwar_melethron,63994.0928,0.68798074,0.20734061,i
Dornhoth_anwar_melethron,64003.836,0.82624705,0.20002276,g
Dornhoth_anwar_melethron,64003.836,0.44930696,0.21722644,r
Dornhoth_anwar_melethron,64013.5791,0.76940134,0.13378877,r
Dornhoth_anwar_melethron,64013.5791,0.5436874,0.19132726,i
Dornhoth_anwar_melethron,64016.8268,0.53384401,0.16856537,r
Dornhoth_anwar_melethron,64020.0745,0.46487623,0.98162737,y
Dornhoth_anwar_melethron,64023.3223,0.60722552,0.2442656,i
Dornhoth_anwar_melethron,64023.3223,0.98399759,0.44390514,z
Dornhoth_anwar_melethron,64029.8177,0.80621198,0.2737478,r
Dornhoth_anwar_melethron,64029.8177,0.59186019,0.29813832,i
Dornhoth_anwar_melethron,63747.2662,0.19756145,0.60656247,z
Dornhoth_anwar_melethron,64029.8177,-0.26732511,0.52449344,z
Dornhoth_anwar_melethron,63747.2662,0.70361289,0.27364958,i
Dornhoth_anwar_melethron,63721.2845,-0.03315127,0.33782677,i
Dornhoth_anwar_melethron,63302.3289,0.88577848,0.26586259,r
Dornhoth_anwar_melethron,63305.5766,0.87398824,0.19094701,i
Dornhoth_anwar_melethron,63312.072,1.12538718,0.82686459,y
Dornhoth_anwar_melethron,63325.0629,1.19737856,0.22053156,r
Dornhoth_anwar_melethron,63325.0629,1.10772362,0.29588822,i
Dornhoth_anwar_melethron,63334.806,0.97829158,0.71965115,u
Dornhoth_anwar_melethron,63334.806,1.33700021,0.20877287,r
Dornhoth_anwar_melethron,63341.3015,1.04074567,0.49591372,z
Dornhoth_anwar_melethron,63341.3015,1.52420384,1.24047312,y
Dornhoth_anwar_melethron,63347.7969,1.52231352,0.51399774,i
Dornhoth_anwar_melethron,63347.7969,1.04200775,0.60296861,z
Dornhoth_anwar_melethron,63354.2923,1.17350527,0.17217259,r
Dornhoth_anwar_melethron,63354.2923,0.71254676,0.36171742,i
Dornhoth_anwar_melethron,63373.7787,1.1251177,1.31252688,y
Dornhoth_anwar_melethron,63380.2741,1.74051214,0.24263388,g
Dornhoth_anwar_melethron,63380.2741,0.83278951,0.25388216,r
Dornhoth_anwar_melethron,63386.7695,1.22515263,0.13100768,g
Dornhoth_anwar_melethron,63386.7695,0.96285449,0.24285855,r
Dornhoth_anwar_melethron,63666.0733,0.1781013,0.64092895,y
