object_id,Time (MJD),Flux,Flux_err,Filter
Ennor_imloth_morgul,63152.3465,0.45347553,1.93232417,z
Ennor_imloth_morgul,63994.355,0.42743065,0.28861422,z
Ennor_imloth_morgul,63994.355,0.02420545,0.18874931,i
Ennor_imloth_morgul,63888.7372,0.50321274,0.6812614,r
Ennor_imloth_morgul,63879.9357,-0.30818606,0.84294739,i
Ennor_imloth_morgul,63771.3841,0.54582796,0.16902414,r
Ennor_imloth_morgul,63771.3841,-0.02044695,0.40001167,u
Ennor_imloth_morgul,63747.9135,0.88453912,0.14482667,r
Ennor_imloth_morgul,63747.9135,0.51949405,0.33965572,u
Ennor_imloth_morgul,63744.9796,1.0438454,0.14056257,r
Ennor_imloth_morgul,64020.7594,-0.10485246,0.19692072,i
Ennor_imloth_morgul,63742.0458,0.88354783,0.15230278,r
Ennor_imloth_morgul,63733.2443,0.53278488,0.55878525,z
Ennor_imloth_morgul,63733.2443,0.84532033,0.3126452,i
Ennor_imloth_morgul,63730.3105,0.77236238,1.06069555,y
Ennor_imloth_morgul,63727.3767,1.27297043,0.79104887,y
Ennor_imloth_morgul,63721.509,1.3877139,0.35106286,z
Ennor_imloth_morgul,63721.509,1.59856824,0.26352356,i
Ennor_imloth_morgul,63712.7075,1.62209166,0.20483119,r
Ennor_imloth_morgul,63712.7075,0.95537,0.10473556,g
Ennor_imloth_morgul,63706.8399,2.52816168,0.37204978,z
Ennor_imloth_morgul,63742.0458,0.60418005,0.09894484,g
Ennor_imloth_morgul,64020.7594,-0.43284041,0.37467468,z
Ennor_imloth_morgul,64064.7668,0.13386917,0.13104211,r
Ennor_imloth_morgul,64085.3036,-0.24877871,0.55035261,i
Ennor_imloth_morgul,64475.5027,-0.17302731,0.22208569,i
Ennor_imloth_morgul,64475.5027,-0.0319445,0.12435553,r
Ennor_imloth_morgul,64457.8997,0.0665302,0.1979601,r
Ennor_imloth_morgul,64457.8997,0.04671367,0.137265,g
Ennor_imloth_morgul,64431.4953,-0.09135415,0.4709736,z
Ennor_imloth_morgul,64431.4953,-0.31527174,0.22932792,i
Ennor_imloth_morgul,64428.5615,0.38860423,0.41928589,z
Ennor_imloth_morgul,64425.6276,0.17148502,0.09286774,r
Ennor_imloth_morgul,64422.6938,-0.05090616,0.18552358,r
Ennor_imloth_morgul,64422.6938,0.01939647,0.24459733,u
Ennor_imloth_morgul,64408.0247,0.62309933,0.69821494,y
Ennor_imloth_morgul,64405.0908,0.38498651,0.40219818,z
Ennor_imloth_morgul,64399.2232,0.49375446,0.41958001,z
Ennor_imloth_morgul,64399.2232,-0.00892026,0.20567858,i
Ennor_imloth_morgul,64375.7526,-0.04950156,0.5206039,z
Ennor_imloth_morgul,64375.7526,0.14264775,0.29870659,i
Ennor_imloth_morgul,64369.8849,0.11919247,0.18454695,i
